,CODE_GENDER,EXT_SOURCE_3,EMERGENCYSTATE_MODE,OCCUPATION_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,WALLSMATERIAL_MODE,REGION_RATING_CLIENT,TARGET
225179,M,0.6092756673894402,No,Managers,Commercial associate,Secondary / secondary special,Panel,2.0,0
225190,F,0.3062022983135042,No,Sales staff,Commercial associate,Incomplete higher,Panel,2.0,0
225202,M,0.6956219298394389,No,Laborers,Working,Secondary / secondary special,"Stone, brick",3.0,0
225220,F,0.6296742509538716,No,Core staff,Commercial associate,Higher education,"Stone, brick",1.0,0
225223,M,0.2910973802776635,No,High skill tech staff,Commercial associate,Higher education,Block,2.0,0
225256,F,0.3706496323299817,No,Medicine staff,Working,Secondary / secondary special,Panel,2.0,0
225265,M,0.2103502286944494,No,Managers,Commercial associate,Higher education,Panel,2.0,0
225271,F,0.6940926425266661,No,Medicine staff,Working,Lower secondary,Panel,2.0,0
225309,F,0.2721336844147212,No,Cleaning staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
225314,F,0.6722428897082422,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
225324,F,0.8128226070575616,No,Accountants,Working,Higher education,Panel,2.0,0
225326,M,0.2539628093363117,No,Drivers,Commercial associate,Secondary / secondary special,Panel,1.0,0
225336,M,0.3328505641648731,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
225345,F,0.6296742509538716,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
225350,M,0.5424451438613613,No,Drivers,Working,Secondary / secondary special,Panel,3.0,0
225354,F,0.6041125998015721,No,Core staff,Working,Incomplete higher,"Stone, brick",1.0,0
225359,F,0.5226973172821112,No,High skill tech staff,Working,Higher education,Block,1.0,0
225372,F,0.5513812618027899,No,Medicine staff,Commercial associate,Secondary / secondary special,Panel,1.0,0
225376,F,0.4956658291397297,No,Laborers,Working,Higher education,"Stone, brick",2.0,0
225378,F,0.2735646775174348,No,Managers,Commercial associate,Higher education,Block,2.0,0
225389,M,0.6363761710860439,No,Laborers,Working,Secondary / secondary special,"Stone, brick",3.0,0
225391,M,0.4614823912998385,No,High skill tech staff,Working,Higher education,Mixed,3.0,0
225398,M,0.622922000268356,No,Managers,Working,Secondary / secondary special,"Stone, brick",2.0,0
225402,F,0.6430255641096323,No,Managers,Working,Higher education,Panel,2.0,0
225411,F,0.4543210601605785,No,Private service staff,Commercial associate,Secondary / secondary special,Monolithic,2.0,0
225423,F,0.7380196196295241,No,Cleaning staff,Commercial associate,Secondary / secondary special,Block,2.0,0
225432,M,0.3589512285783967,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
225434,M,0.5495965024956946,No,Core staff,Working,Higher education,Panel,2.0,0
225438,M,0.4031416766587513,Yes,Laborers,Working,Secondary / secondary special,Wooden,1.0,0
225450,F,0.0926171713748545,No,Realty agents,Working,Secondary / secondary special,"Stone, brick",2.0,0
225462,F,0.6023863442690867,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
225476,F,0.4311917977993083,No,Sales staff,Working,Secondary / secondary special,Panel,1.0,0
225480,F,0.7557400501752248,No,Security staff,Working,Secondary / secondary special,Panel,2.0,0
225512,F,0.6545292802242897,No,Managers,Working,Higher education,Panel,1.0,0
225517,F,0.8590531292026357,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
225548,M,0.1624419982223248,No,Drivers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
225549,F,0.2594676548211199,No,Laborers,Working,Higher education,"Stone, brick",2.0,0
225575,M,0.5046813193144684,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
225597,F,0.6925590674998008,No,Cooking staff,Working,Secondary / secondary special,Wooden,2.0,0
225604,F,0.3876253444214701,No,Core staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
225612,F,0.4418358231994413,No,Managers,Working,Higher education,Panel,1.0,0
225644,F,0.5814837058057234,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
225677,M,0.5884877883422673,No,Core staff,Commercial associate,Higher education,"Stone, brick",2.0,0
225680,M,0.5154953751603267,No,Security staff,Working,Secondary / secondary special,Panel,2.0,0
225707,F,0.5849900404894085,No,Private service staff,Working,Higher education,"Stone, brick",3.0,0
225713,F,0.4489622731076524,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
225716,F,0.4578995512067301,No,Medicine staff,Commercial associate,Higher education,"Stone, brick",2.0,0
225729,F,0.6092756673894402,No,Accountants,Working,Higher education,Panel,2.0,0
225731,M,0.6313545365850379,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
225738,F,0.3807996826489149,No,Cleaning staff,Working,Secondary / secondary special,Panel,2.0,0
225775,F,0.5190973382084597,No,High skill tech staff,Working,Higher education,"Stone, brick",2.0,0
225785,F,0.6296742509538716,No,Cleaning staff,Commercial associate,Higher education,Panel,2.0,0
225795,M,0.4740512892789932,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
225798,F,0.7267112092725122,No,Managers,Working,Secondary / secondary special,"Stone, brick",1.0,0
225806,M,0.6246146584503397,No,Laborers,Working,Higher education,"Stone, brick",3.0,0
225808,F,0.133429254467317,No,Waiters/barmen staff,Commercial associate,Higher education,Panel,2.0,1
225812,M,0.5064842396679806,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
225820,M,0.363945238612397,No,High skill tech staff,Working,Secondary / secondary special,Panel,3.0,0
225839,F,0.4311917977993083,No,Realty agents,Working,Secondary / secondary special,"Stone, brick",2.0,0
225840,F,0.6610235391308081,No,Private service staff,Commercial associate,Higher education,"Stone, brick",2.0,0
225855,F,0.191821602413606,No,Core staff,Commercial associate,Secondary / secondary special,Block,2.0,1
225867,F,0.7091891096653581,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
225868,F,0.7517237147741489,No,Medicine staff,State servant,Secondary / secondary special,Panel,3.0,0
225872,M,0.3791004853998145,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
225881,M,0.6848276586890367,No,Drivers,Working,Secondary / secondary special,"Stone, brick",2.0,0
225885,F,0.5673792367572691,No,Cooking staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
225898,F,0.5100895276257282,No,Sales staff,Commercial associate,Higher education,Panel,2.0,1
225922,M,0.6706517530862718,No,Core staff,Commercial associate,Incomplete higher,"Stone, brick",1.0,0
225933,M,0.5388627065779676,No,Drivers,Commercial associate,Incomplete higher,Panel,2.0,0
225943,F,0.5136937663039473,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
225971,F,0.5585066276769286,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
225977,F,0.7121551551910698,No,Core staff,Working,Higher education,Panel,3.0,0
225980,F,0.6161216908872079,No,Accountants,Commercial associate,Secondary / secondary special,"Stone, brick",1.0,0
225989,F,0.622922000268356,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
226005,F,0.7530673920730478,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
226010,F,0.6706517530862718,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
226017,F,0.5495965024956946,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
226087,F,0.6363761710860439,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
226104,F,0.6910212267577837,No,Core staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
226109,M,0.5388627065779676,No,Laborers,Working,Secondary / secondary special,Panel,1.0,0
226114,F,0.7826078370261895,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
226117,F,0.3706496323299817,No,Core staff,Working,Secondary / secondary special,Panel,1.0,0
226124,M,0.5424451438613613,No,Managers,Working,Secondary / secondary special,Block,2.0,0
226128,M,0.6161216908872079,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
226132,F,0.2340151665320674,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",3.0,0
226133,F,0.6706517530862718,Yes,Laborers,Commercial associate,Higher education,"Stone, brick",2.0,0
226149,F,0.7503751495159068,No,High skill tech staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
226151,M,0.324891229465852,No,High skill tech staff,Working,Higher education,"Stone, brick",2.0,0
226154,M,0.5172965813614878,No,Managers,Working,Incomplete higher,Panel,2.0,0
226162,M,0.511891801533151,No,Laborers,Working,Incomplete higher,"Stone, brick",2.0,0
226169,F,0.4543210601605785,No,Medicine staff,Working,Higher education,Panel,2.0,0
226181,F,0.2525986978339766,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
226224,F,0.6178261467332483,No,Accountants,Commercial associate,Higher education,Block,2.0,0
226253,F,0.7503751495159068,No,Cleaning staff,Working,Secondary / secondary special,Panel,2.0,0
226272,F,0.7091891096653581,No,Cooking staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
226280,F,0.3328505641648731,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
226312,M,0.524496446363472,No,Sales staff,Commercial associate,Incomplete higher,Panel,2.0,0
226314,F,0.6397075677637197,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
226315,F,0.4400578303966329,No,Accountants,Commercial associate,Secondary / secondary special,Wooden,2.0,1
226322,F,0.4543210601605785,No,Core staff,State servant,Secondary / secondary special,Panel,2.0,0
226351,F,0.7700870700124128,No,Accountants,Commercial associate,Higher education,"Stone, brick",2.0,0
226388,F,0.5849900404894085,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
226399,M,0.25533177083329,No,Managers,Working,Higher education,Panel,3.0,0
226406,F,0.7281412993111438,No,Laborers,Working,Incomplete higher,"Stone, brick",2.0,0
226423,M,0.7324033228040929,No,Security staff,Working,Secondary / secondary special,Panel,2.0,0
226426,M,0.3344541255096772,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
226436,F,0.4418358231994413,No,Core staff,Commercial associate,Secondary / secondary special,"Stone, brick",3.0,0
226441,F,0.6690566947824041,No,Laborers,Working,Higher education,Panel,3.0,0
226456,F,0.656158373001177,Yes,Laborers,Working,Secondary / secondary special,Others,2.0,0
226469,M,0.3689687382528466,No,Laborers,Commercial associate,Higher education,"Stone, brick",2.0,0
226502,F,0.6863823354047934,No,Core staff,State servant,Secondary / secondary special,"Stone, brick",2.0,0
226529,M,0.5744466170995097,Yes,Low-skill Laborers,Commercial associate,Secondary / secondary special,Wooden,2.0,0
226539,M,0.2837118826350007,No,Laborers,Working,Secondary / secondary special,"Stone, brick",1.0,1
226547,F,0.6956219298394389,No,Laborers,Working,Secondary / secondary special,"Stone, brick",3.0,0
226551,M,0.4223696523543468,No,High skill tech staff,Commercial associate,Higher education,"Stone, brick",3.0,0
226556,F,0.6910212267577837,No,Laborers,Working,Secondary / secondary special,"Stone, brick",1.0,0
226583,F,0.8128226070575616,No,Core staff,Working,Higher education,Panel,2.0,0
226601,F,0.5638350489514956,No,Laborers,Working,Higher education,Panel,2.0,0
226631,F,0.7801436381572275,No,Laborers,Working,Higher education,"Stone, brick",2.0,0
226665,F,0.221335206354466,No,Core staff,Working,Secondary / secondary special,Panel,2.0,0
226669,F,0.2445163919946749,No,Sales staff,Working,Secondary / secondary special,Panel,1.0,0
226673,M,0.6754132910917112,No,Drivers,Working,Secondary / secondary special,"Stone, brick",2.0,0
226684,M,0.5797274227921155,No,Laborers,Working,Secondary / secondary special,Block,2.0,0
226709,F,0.0938365970374978,No,Sales staff,Working,Higher education,Block,2.0,0
226730,F,0.2580842039460289,No,Laborers,Commercial associate,Secondary / secondary special,Mixed,3.0,0
226754,M,0.7121551551910698,No,Core staff,Commercial associate,Higher education,Panel,2.0,0
226769,M,0.1491674613233488,No,Core staff,Working,Secondary / secondary special,Others,1.0,0
226775,M,0.6832688314232291,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
226791,F,0.0005272652387098,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
226808,F,0.6430255641096323,No,Accountants,Commercial associate,Secondary / secondary special,Mixed,2.0,0
226833,F,0.6848276586890367,No,Laborers,State servant,Higher education,Panel,2.0,0
226837,F,0.4848514754962666,No,Core staff,Working,Higher education,Panel,3.0,0
226873,F,0.1595195404777181,No,Drivers,Working,Secondary / secondary special,"Stone, brick",1.0,0
226917,F,0.7295666907060153,No,Core staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
226932,M,0.5832379256761245,No,Managers,Working,Secondary / secondary special,Panel,3.0,0
226937,F,0.5280927512030451,No,Drivers,Working,Secondary / secondary special,Panel,1.0,0
226945,F,0.1704461230452281,No,Managers,Working,Higher education,Panel,2.0,0
226946,M,0.3672910183026313,No,Core staff,Commercial associate,Higher education,"Stone, brick",2.0,1
226950,F,0.5867400085415683,No,Private service staff,Working,Higher education,Panel,2.0,0
226957,F,0.5262949398096192,No,Laborers,Working,Secondary / secondary special,"Stone, brick",1.0,0
226983,F,0.4884551844437485,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
226994,F,0.7801436381572275,No,Cooking staff,Working,Secondary / secondary special,"Stone, brick",1.0,0
226996,F,0.6577838002083306,No,Managers,Working,Incomplete higher,Panel,2.0,0
227000,F,0.2750003523983893,No,Core staff,Working,Secondary / secondary special,Panel,2.0,0
227001,M,0.2692857999073816,No,Laborers,Working,Higher education,Panel,1.0,0
227028,F,0.6940926425266661,No,Sales staff,Working,Secondary / secondary special,Monolithic,2.0,0
227034,F,0.5154953751603267,No,Cooking staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
227060,M,0.1351060157401717,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
227077,F,0.6279908192952864,No,High skill tech staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
227101,M,0.5190973382084597,No,Sales staff,Commercial associate,Higher education,"Stone, brick",2.0,0
227157,F,0.3077366963789207,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",3.0,0
227180,M,0.6246146584503397,No,Sales staff,Commercial associate,Higher education,Panel,1.0,0
227198,F,0.5691487713619409,No,Sales staff,Commercial associate,Secondary / secondary special,Block,2.0,0
227201,F,0.6212263380626669,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
227235,F,0.3474182272002641,No,Accountants,Working,Incomplete higher,"Stone, brick",2.0,0
227256,F,0.6296742509538716,No,High skill tech staff,Working,Higher education,"Stone, brick",2.0,0
227272,F,0.5691487713619409,No,Waiters/barmen staff,Working,Secondary / secondary special,Block,2.0,0
227278,M,0.8435435389318647,No,Drivers,Working,Secondary / secondary special,Panel,2.0,0
227281,M,0.5478104658520093,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
227282,M,0.470456116119975,No,Managers,Commercial associate,Secondary / secondary special,"Stone, brick",3.0,0
227294,M,0.3910549766342248,No,Security staff,Commercial associate,Secondary / secondary special,Panel,1.0,0
227295,F,0.1075321758024709,No,Core staff,Working,Secondary / secondary special,"Stone, brick",3.0,0
227303,F,0.3606125659189888,No,Cooking staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
227315,M,0.6690566947824041,No,Drivers,Commercial associate,Secondary / secondary special,Panel,2.0,0
227327,M,0.5513812618027899,No,Managers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
227331,F,0.4507472818545589,No,Cooking staff,Commercial associate,Incomplete higher,Panel,2.0,0
227332,F,0.7091891096653581,No,Accountants,Commercial associate,Secondary / secondary special,"Stone, brick",1.0,0
227336,F,0.7517237147741489,No,Core staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
227344,F,0.5531646987710016,No,Laborers,Commercial associate,Secondary / secondary special,Panel,1.0,1
227348,F,0.6956219298394389,No,Realty agents,Working,Higher education,Panel,2.0,0
227349,F,0.6195277080511546,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
227355,M,0.7352209993926424,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
227365,F,0.6058362647264226,No,Core staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
227382,F,0.7662336700704004,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
227385,F,0.6545292802242897,No,Private service staff,Working,Higher education,"Stone, brick",2.0,0
227386,F,0.6109913280868294,No,Cleaning staff,State servant,Secondary / secondary special,"Stone, brick",3.0,0
227387,M,0.4938628816996244,No,Drivers,Commercial associate,Secondary / secondary special,"Stone, brick",1.0,0
227397,F,0.5902333386185574,No,Core staff,Working,Secondary / secondary special,Panel,2.0,0
227414,F,0.4471785780453068,No,Laborers,Working,Secondary / secondary special,Wooden,2.0,0
227453,F,0.5832379256761245,No,Sales staff,Working,Secondary / secondary special,Mixed,2.0,0
227464,M,0.2636468134452008,No,Laborers,Working,Secondary / secondary special,Panel,1.0,0
227466,F,0.3154721549257734,No,High skill tech staff,Working,Secondary / secondary special,Panel,2.0,0
227480,F,0.5495965024956946,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
227489,M,0.4418358231994413,No,Security staff,Working,Secondary / secondary special,Panel,2.0,0
227513,M,0.4920600938649263,No,Sales staff,Commercial associate,Higher education,"Stone, brick",2.0,0
227552,F,0.0346258509725303,No,Managers,State servant,Higher education,Panel,2.0,0
227573,M,0.7623356180684377,No,Managers,Working,Higher education,Panel,2.0,0
227585,F,0.5190973382084597,No,Cleaning staff,Working,Secondary / secondary special,Panel,3.0,0
227618,M,0.5190973382084597,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
227622,F,0.6738300778602003,No,Sales staff,Working,Secondary / secondary special,Block,2.0,0
227647,F,0.6674577419214722,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
227658,M,0.3962195720630885,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
227666,F,0.8307666055019554,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
227671,M,0.5726825047161584,No,High skill tech staff,Working,Higher education,"Stone, brick",2.0,0
227676,M,0.5937175866150576,No,Low-skill Laborers,Working,Secondary / secondary special,Wooden,2.0,0
227684,F,0.3876253444214701,No,Laborers,Working,Secondary / secondary special,Block,3.0,1
227688,F,0.2636468134452008,No,Core staff,Commercial associate,Higher education,"Stone, brick",2.0,1
227694,F,0.1929422277169508,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
227695,M,0.1614630800057724,No,Laborers,Working,Secondary / secondary special,"Stone, brick",1.0,0
227705,F,0.0844731375275294,No,High skill tech staff,Working,Higher education,Panel,2.0,0
227706,F,0.445396241560834,No,Medicine staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,1
227708,M,0.4848514754962666,No,Sales staff,Working,Incomplete higher,Others,2.0,0
227713,F,0.6109913280868294,No,Core staff,State servant,Higher education,"Stone, brick",2.0,0
227736,M,0.8061492814355136,No,Sales staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
227764,F,0.7898803468924867,No,Managers,Commercial associate,Incomplete higher,Panel,2.0,0
227765,F,0.746300213050371,No,Security staff,Working,Secondary / secondary special,Panel,1.0,0
227771,F,0.5673792367572691,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
227791,F,0.4014074137749511,No,Accountants,Commercial associate,Higher education,Panel,3.0,0
227804,M,0.104119916429159,No,Laborers,Working,Secondary / secondary special,Panel,2.0,1
227814,M,0.8327850252992314,No,Security staff,Working,Secondary / secondary special,Block,2.0,0
227821,F,0.228883416700673,No,Medicine staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
227827,F,0.5531646987710016,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
227841,F,0.8224987619370829,No,High skill tech staff,Working,Secondary / secondary special,Panel,2.0,0
227853,F,0.7121551551910698,No,Medicine staff,State servant,Secondary / secondary special,Block,2.0,0
227856,M,0.1674084472266241,No,Waiters/barmen staff,Working,Higher education,"Stone, brick",2.0,0
227857,F,0.746300213050371,No,Accountants,Working,Higher education,Panel,1.0,0
227861,M,0.8214433128935934,No,Security staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
227871,F,0.4382813743111921,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
227891,F,0.5638350489514956,No,Sales staff,Working,Secondary / secondary special,Panel,3.0,0
227898,F,0.722392890081304,No,Sales staff,Commercial associate,Higher education,Panel,3.0,0
227902,F,0.2678689358444539,No,Sales staff,Working,Higher education,Panel,1.0,0
227918,F,0.1342654235549427,No,Core staff,Working,Secondary / secondary special,Panel,2.0,0
227923,F,0.5673792367572691,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,0
227928,F,0.5424451438613613,No,Medicine staff,Working,Secondary / secondary special,Panel,2.0,0
227939,F,0.7366226976503176,No,Sales staff,Commercial associate,Higher education,"Stone, brick",2.0,0
227963,F,0.7530673920730478,No,Medicine staff,State servant,Secondary / secondary special,Panel,2.0,0
227970,M,0.1385128770585923,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
227977,F,0.5726825047161584,No,Cooking staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
227981,F,0.2778856891082046,No,Cooking staff,Working,Secondary / secondary special,Panel,3.0,0
227999,F,0.6690566947824041,No,Accountants,Working,Higher education,Panel,2.0,0
228003,F,0.4632753280912678,No,Private service staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
228005,F,0.7570690154522959,No,Core staff,Working,Secondary / secondary special,"Stone, brick",1.0,0
228075,F,0.5172965813614878,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
228083,F,0.7713615919194317,Yes,Accountants,Commercial associate,Higher education,Wooden,2.0,0
228092,M,0.4992720153045617,No,Laborers,Working,Higher education,Block,3.0,0
228117,M,0.3859146722745145,No,Drivers,Commercial associate,Secondary / secondary special,Panel,1.0,0
228136,M,0.3233112448967859,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
228152,F,0.3706496323299817,No,Managers,Working,Secondary / secondary special,Panel,3.0,0
228155,M,0.6109913280868294,No,Core staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
228174,F,0.2608559142068693,No,High skill tech staff,Commercial associate,Higher education,Panel,2.0,0
228175,M,0.7557400501752248,No,IT staff,Working,Higher education,Monolithic,2.0,0
228176,M,0.5352762504724826,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
228185,M,0.4722533429586386,No,Laborers,Working,Secondary / secondary special,"Stone, brick",3.0,0
228204,F,0.3344541255096772,No,Sales staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
228217,F,0.3556387169923543,No,Core staff,State servant,Higher education,Panel,2.0,0
228218,F,0.7713615919194317,No,Cleaning staff,State servant,Secondary / secondary special,"Stone, brick",2.0,0
228225,F,0.6577838002083306,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
228236,M,0.0950703958413326,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",1.0,0
228237,F,0.7435593141311444,No,Managers,Commercial associate,Higher education,Panel,2.0,0
228242,F,0.4776491548517548,No,Managers,Working,Secondary / secondary special,"Stone, brick",2.0,0
228270,M,0.3706496323299817,No,Low-skill Laborers,Working,Secondary / secondary special,Panel,1.0,0
228271,F,0.2778856891082046,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,2.0,1
228275,F,0.7180328113294772,No,Sales staff,Commercial associate,Higher education,"Stone, brick",3.0,0
228299,F,0.4170996682522097,No,Waiters/barmen staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
228303,F,0.6178261467332483,No,Managers,Commercial associate,Higher education,"Stone, brick",2.0,0
228310,F,0.646329897706246,No,Sales staff,Working,Secondary / secondary special,Wooden,2.0,0
228328,F,0.5136937663039473,No,Cooking staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
228340,F,0.0005272652387098,No,Waiters/barmen staff,Working,Secondary / secondary special,"Stone, brick",2.0,1
228344,M,0.7338145369642702,No,Managers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,1
228361,F,0.1997705696341145,No,Laborers,Working,Higher education,Panel,2.0,0
228400,F,0.501075160239048,No,Managers,Commercial associate,Higher education,"Stone, brick",2.0,1
228423,F,0.0005272652387098,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
228433,F,0.4329616670974407,No,Medicine staff,Working,Secondary / secondary special,Panel,2.0,0
228445,F,0.2539628093363117,No,Managers,Working,Higher education,Panel,3.0,0
228449,F,0.475849908720221,No,Core staff,Commercial associate,Higher education,Panel,2.0,0
228464,F,0.2896112383820055,No,Managers,Working,Higher education,Block,2.0,0
228465,F,0.6006575372857061,No,Security staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
228476,F,0.4992720153045617,No,Managers,Commercial associate,Higher education,Panel,2.0,0
228479,F,0.7136313997323308,No,Core staff,Working,Secondary / secondary special,Panel,2.0,0
228484,M,0.6690566947824041,No,Core staff,State servant,Secondary / secondary special,Panel,2.0,0
228497,M,0.1777040724853336,No,Laborers,Commercial associate,Secondary / secondary special,Panel,2.0,0
228506,M,0.1221797440301585,No,Low-skill Laborers,Working,Secondary / secondary special,Panel,2.0,1
228508,F,0.2020866016820394,No,High skill tech staff,Commercial associate,Higher education,Panel,2.0,0
228509,F,0.6848276586890367,No,Sales staff,Commercial associate,Secondary / secondary special,Panel,1.0,0
228528,F,0.6178261467332483,No,Accountants,Commercial associate,Higher education,Panel,2.0,0
228551,F,0.520897599048938,No,Core staff,Commercial associate,Higher education,Panel,2.0,0
228555,M,0.3108182544189319,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
228567,F,0.3077366963789207,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
228569,F,0.4083588531230431,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
228571,M,0.6594055320683344,No,Core staff,State servant,Higher education,Panel,2.0,0
228580,M,0.7121551551910698,No,Security staff,Commercial associate,Secondary / secondary special,Panel,2.0,0
228590,M,0.2103502286944494,No,Drivers,Working,Secondary / secondary special,Panel,2.0,1
228599,F,0.7091891096653581,No,Core staff,Working,Higher education,"Stone, brick",2.0,0
228601,F,0.4848514754962666,No,Laborers,Working,Secondary / secondary special,Panel,2.0,0
228614,F,0.11911906455945,No,Core staff,State servant,Higher education,Panel,2.0,1
228625,M,0.7151031019926098,No,Drivers,Commercial associate,Secondary / secondary special,Block,1.0,0
228651,M,0.7366226976503176,No,Drivers,Working,Secondary / secondary special,Panel,2.0,0
228664,F,0.3360615207658242,No,Sales staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
228673,F,0.4974688893052743,No,Core staff,State servant,Higher education,Panel,2.0,0
228678,M,0.8327850252992314,No,Drivers,State servant,Secondary / secondary special,Wooden,3.0,0
228681,F,0.7338145369642702,No,Accountants,Working,Secondary / secondary special,Block,3.0,0
228693,F,0.5797274227921155,No,Managers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
228719,F,0.4311917977993083,No,Core staff,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
228732,M,0.4507472818545589,No,Drivers,Working,Secondary / secondary special,"Stone, brick",2.0,0
228743,F,0.7688075728291359,No,Managers,Commercial associate,Higher education,Monolithic,2.0,0
228748,F,0.4507472818545589,No,Laborers,Commercial associate,Secondary / secondary special,"Stone, brick",2.0,0
228750,F,0.7016957740576931,No,Sales staff,Working,Secondary / secondary special,Panel,2.0,1
228755,F,0.3791004853998145,No,Laborers,Working,Secondary / secondary special,"Stone, brick",2.0,0
228763,F,0.7136313997323308,No,Managers,Working,Secondary / secondary special,Panel,2.0,1
228771,F,0.7091891096653581,No,Core staff,Working,Secondary / secondary special,"Stone, brick",2.0,0
228783,F,0.5971924268337128,No,Drivers,Working,Secondary / secondary special,"Stone, brick",2.0,0
